 forum_id, posted_time, deleted, approved, unresolved, anonymous, title_has_lecture, title_has_quiz_assignment_grade_project, posts_count_request, posts_count_thanks, posts_countLogistics, posts_count_problems, meanposttimes, varposttimes, meanDiffFromLandmarks, numStudentOnlyPostsVotes, last_updated_time_StudentPostsOnly,instructor_replied, numStudentPostsOnly
15,1361779619,0,0,0,0,0,0,0,0,0,0,1.36E+09,8.72E+09,117663.5,1,1.36E+09,0,2
15,1361779836,1,0,0,0,0,0,0,0,0,0,1.36E+09,0,210817,0,1.36E+09,0,1
15,1361779985,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,210668,1,1.36E+09,0,1
15,1361780985,0,0,0,0,0,0,0,0,0,0,1.36E+09,276150.25,209142.5,0,1.36E+09,0,2
15,1361782248,0,0,0,0,0,0,0,0,0,0,1.36E+09,2.07E+09,162861,0,1.36E+09,0,2
15,1361782925,0,0,0,0,0,0,0,0.25,0,0,1.36E+09,3.47E+12,138320.75,2,1.37E+09,0,4
15,1361783329,0,0,0,0,0,0,0,0,0,0,1.36E+09,4.47E+10,225136.8333,-1,1.36E+09,0,6
15,1361784586,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,206067,0,1.36E+09,0,1
15,1361784811,0,0,0,0,0,0,0,0,0,1,1.36E+09,0,205842,0,1.36E+09,0,1
15,1361785020,0,0,0,0,0,0,0,0,0,0,1.36E+09,6255001,203132,2,1.36E+09,0,2
4,1361785938,0,0,0,1,0,0,0.2,0.6,0,0,1.36E+09,1.10E+11,281766.8,1,1.36E+09,0,5
4,1361786006,0,0,0,0,0,0,0,0.666666667,0.333333333,0,1.36E+09,8.15E+08,177630.6667,2,1.36E+09,0,3
15,1361788343,0,0,0,0,0,0,0,0,0,0.166666667,1.36E+09,4.39E+09,155228.1667,0,1.36E+09,0,6
15,1361788952,0,0,0,0,0,0,0.333333333,0.458333333,0,0,1.36E+09,3.51E+10,132603.1667,27,1.36E+09,0,24
15,1361790262,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,200391,1,1.36E+09,0,1
15,1361790923,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,199730,0,1.36E+09,0,1
15,1361791318,0,0,0,0,0,0,0,0,0.034482759,0,1.36E+09,5.91E+11,186150.931,5,1.36E+09,0,29
15,1361792467,0,0,0,0,0,0,0,0,0,0,1.36E+09,2.08E+07,193627,0,1.36E+09,0,2
20,1361793086,0,0,0,0,0,0,0,0.095238095,0.19047619,0,1.36E+09,4.17E+10,183921.6667,46,1.36E+09,0,21
4,1361794311,0,0,0,0,0,0,0.333333333,0,0,0,1.36E+09,2.53E+12,162409.6667,9,1.37E+09,0,3
15,1361794764,0,0,0,0,0,0,0,0,0,0,1.36E+09,9.83E+07,187383.25,1,1.36E+09,0,4
15,1361796300,0,0,0,0,0,0,0,0,0,0,1.36E+09,3.59E+09,109649.3333,0,1.36E+09,0,3
15,1361796352,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,194301,1,1.36E+09,0,1
15,1361796558,1,0,0,0,0,0,0,0,0,0,1.36E+09,0,194095,1,1.36E+09,0,1
15,1361798053,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,192600,1,1.36E+09,0,1
15,1361798875,0,0,0,0,0,0,0,0,0.315789474,0.473684211,1.36E+09,7.06E+12,200172,45,1.37E+09,0,19
15,1361799707,0,0,0,0,0,0,0,0.25,0,0,1.36E+09,1.76E+08,175799.25,1,1.36E+09,0,4
20,1361800125,0,0,0,0,0,0,0,0,0.2,0.3,1.36E+09,2.24E+09,146217.7,9,1.36E+09,0,10
7,1361801328,0,0,0,0,0,0,0,0.666666667,0.833333333,0.333333333,1.36E+09,4.41E+10,210864.3333,2,1.36E+09,1,6
15,1361801332,0,0,0,0,0,0,0,0,1,0,1.36E+09,0,189321,0,1.36E+09,0,1
15,1361801699,0,0,0,0,0,0,0,0,0.25,0,1.36E+09,4.08E+10,209887,0,1.36E+09,0,4
15,1361802196,0,0,0,0,0,0,0,0,0,0,1.36E+09,382542.25,187838.5,0,1.36E+09,0,2
15,1361803340,0,0,0,0,0,0,0,0,0,0,1.36E+09,1425371.556,185817.6667,0,1.36E+09,0,3
15,1361803801,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,186852,0,1.36E+09,0,1
15,1361804084,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,186569,0,1.36E+09,0,1
14,1361804984,0,0,0,0,0,0,0,0.5,0.5,0,1.36E+09,1.21E+09,146998,5,1.36E+09,0,4
15,1361805166,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.44E+10,110820.4286,0,1.36E+09,0,7
13,1361805212,0,0,0,0,0,0,0,0,0.121621622,0.006756757,1.36E+09,2.88E+10,130234.1284,36,1.36E+09,0,148
15,1361806212,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,184441,0,1.36E+09,0,1
15,1361806229,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,184424,1,1.36E+09,0,1
4,1361806331,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.33E+11,354976,1,1.36E+09,0,2
15,1361806422,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,184231,0,1.36E+09,0,1
15,1361806675,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,183978,1,1.36E+09,0,1
15,1361806676,0,0,0,0,0,0,0,0,0,0,1.36E+09,2.72E+07,178766,1,1.36E+09,0,2
15,1361807055,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,183598,0,1.36E+09,0,1
15,1361807072,0,0,0,0,0,0,0,0.5,0.5,0,1.36E+09,985056.25,182588.5,0,1.36E+09,0,2
21,1361807173,0,0,0,0,0,0,0,0,0.428571429,0.142857143,1.36E+09,2.07E+10,163746.2857,5,1.36E+09,0,7
4,1361808007,0,0,0,0,0,0,0,0,0.25,0,1.36E+09,9.36E+10,305549.25,0,1.36E+09,0,4
15,1361808231,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,182422,0,1.36E+09,0,1
15,1361808300,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,182353,0,1.36E+09,0,1
15,1361808552,0,0,0,0,0,0,0,0,0,0,1.36E+09,1536360.25,180861.5,0,1.36E+09,0,2
15,1361809198,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,181455,0,1.36E+09,0,1
15,1361812750,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,177903,0,1.36E+09,0,1
15,1361813315,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,177338,0,1.36E+09,0,1
4,1361815663,0,0,0,0,0,0,0,0.025641026,0,0,1.36E+09,6.05E+10,143823.7436,6,1.36E+09,0,39
15,1361817942,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,172711,0,1.36E+09,0,1
13,1361818640,0,0,0,0,0,0,0.333333333,0,0.333333333,1.666666667,1.36E+09,2.33E+08,160859,1,1.36E+09,0,3
15,1361818915,0,0,0,0,0,0,0,0,0,0,1.36E+09,4.47E+09,67934.5,0,1.36E+09,0,4
15,1361818959,0,0,0,0,0,0,0,0,0,0.5,1.36E+09,1.22E+07,168197.5,1,1.36E+09,0,2
15,1361819235,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,171418,1,1.36E+09,0,1
15,1361819757,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,170896,0,1.36E+09,0,1
15,1361820072,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,170581,0,1.36E+09,0,1
13,1361824429,0,0,0,0,0,0,0,0.4,0.2,0,1.36E+09,3.89E+09,101249.5,1,1.36E+09,0,10
15,1361824639,0,0,0,0,0,0,0,0,0,0,1.36E+09,59049,165771,0,1.36E+09,0,2
15,1361825561,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,165092,0,1.36E+09,0,1
13,1361825853,0,0,0,0,0,0,0,0.75,0,0,1.36E+09,8.56E+10,211892.25,2,1.36E+09,0,4
15,1361826051,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,164602,0,1.36E+09,0,1
15,1361826212,0,0,0,0,0,0,0,0,0,0,1.36E+09,3.20E+11,133849,5,1.36E+09,0,2
15,1361826444,0,0,0,0,0,0,0,0,0,0,1.36E+09,4.08E+12,114265,0,1.37E+09,0,3
15,1361826517,1,0,0,0,0,0,0,0,0,0,1.36E+09,0,164136,0,1.36E+09,0,1
15,1361827380,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,163273,0,1.36E+09,0,1
15,1361827870,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.18E+10,119212.6667,0,1.36E+09,0,3
15,1361827975,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,162678,0,1.36E+09,0,1
20,1361829730,0,0,0,0,0,0,0,0,0,0.333333333,1.36E+09,6.82E+10,425388,17,1.36E+09,0,6
4,1361831866,0,0,0,0,0,0,0,0,0.666666667,0,1.36E+09,1.17E+11,254797,0,1.36E+09,0,3
14,1361832702,0,0,0,0,0,0,0,0.096774194,0,0,1.36E+09,6.15E+11,177554.3871,63,1.37E+09,0,31
9,1361832975,0,0,1,1,0,0,0.25,0,0.75,0.25,1.36E+09,2.82E+08,137202.75,3,1.36E+09,0,4
15,1361835271,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,155382,0,1.36E+09,0,1
15,1361835442,0,0,0,0,0,0,0,0,0,0,1.36E+09,2.33E+09,106983,7,1.36E+09,0,2
15,1361836331,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,154322,0,1.36E+09,0,1
15,1361836385,0,0,0,0,0,0,0,0,1,0,1.36E+09,0,154268,1,1.36E+09,0,1
21,1361837067,0,0,0,0,0,0,0,0,0.666666667,0,1.36E+09,1.13E+09,95066.33333,8,1.36E+09,0,6
15,1361838270,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,152383,0,1.36E+09,0,1
15,1361838998,0,0,0,0,0,0,0,0,0,0,1.36E+09,4.07E+09,78416.8,0,1.36E+09,0,5
15,1361839246,0,0,0,0,0,0,0,0.333333333,0,0,1.36E+09,1.48E+09,101300.6667,7,1.36E+09,0,3
21,1361840308,0,0,0,0,0,0,0,0.133333333,0.233333333,0.033333333,1.36E+09,4.03E+12,182502.2667,63,1.37E+09,0,30
4,1361841176,0,0,0,0,0,0,0,0.166666667,0.416666667,0,1.36E+09,2.54E+11,86485.33333,5,1.36E+09,0,12
15,1361841668,0,0,0,0,0,0,0,0.333333333,0,0,1.36E+09,3.26E+09,100688.8333,5,1.36E+09,0,6
13,1361842891,0,0,0,0,0,0,0,0,0.55,0.05,1.36E+09,2.13E+10,133915.2,32,1.36E+09,0,20
15,1361844969,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,145684,0,1.36E+09,0,1
15,1361845139,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,145514,0,1.36E+09,0,1
15,1361846761,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,143892,0,1.36E+09,0,1
4,1361847458,0,0,0,0,0,0,0,0,0,0,1.36E+09,6.40E+11,122183.1875,3,1.36E+09,0,32
15,1361847524,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,143129,0,1.36E+09,0,1
14,1361847584,0,0,0,0,0,0,0,0.038461538,0,0,1.36E+09,1.17E+12,112683.3462,1,1.37E+09,0,26
15,1361848391,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,142262,0,1.36E+09,0,1
15,1361850882,0,0,0,0,0,0,0,0,0.5,0,1.36E+09,6.91E+08,113489,0,1.36E+09,0,2
15,1361853428,0,0,0,0,0,0,0,0,0,0,1.36E+09,7.08E+09,81541.66667,3,1.36E+09,0,6
13,1361854786,0,0,0,0,0,0,0,0,0.333333333,0,1.36E+09,3.05E+08,106006.5,3,1.36E+09,0,6
20,1361856591,0,0,0,0,0,0,0,0,0.4,0,1.36E+09,1.78E+10,109204,17,1.36E+09,0,5
15,1361861241,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,129412,0,1.36E+09,0,1
13,1361863510,0,0,0,0,0,0,0.025641026,0.102564103,0.948717949,0.025641026,1.36E+09,4.00E+10,181242.5641,46,1.36E+09,0,39
15,1361865006,0,0,0,0,0,0,0,0,0.5,0,1.36E+09,3.77E+11,78681,1,1.36E+09,0,2
15,1361865018,0,0,0,0,0,0,0,0.166666667,0,0.166666667,1.36E+09,1.29E+10,124984.6667,2,1.36E+09,0,6
13,1361868241,0,0,0,0,0,0,0,0,0,0,1.36E+09,7.52E+09,100889.3333,3,1.36E+09,0,3
15,1361880496,0,0,0,0,0,0,0,0,0,0,1.36E+09,3.83E+09,61854.5,0,1.36E+09,0,2
15,1361881120,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,109533,0,1.36E+09,0,1
7,1361890154,0,0,1,0,0,1,0,0,2,1,1.36E+09,0,100499,0,1.36E+09,0,1
15,1361890333,0,0,0,0,0,0,0,0,0,0,1.36E+09,3.48E+10,156109.75,0,1.36E+09,0,4
15,1361891759,0,0,0,1,0,0,0,0,0,0,1.36E+09,0,98894,0,1.36E+09,0,1
15,1361893144,1,0,0,0,0,0,0,0,1,0,1.36E+09,0,97509,0,1.36E+09,0,1
3,1361893267,0,0,0,0,1,0,0,0.111111111,1.666666667,0.222222222,1.36E+09,3.44E+10,181787.8889,1,1.36E+09,0,9
4,1361894670,0,0,0,0,0,0,0,0,0,0,1.36E+09,3249006.25,94180.5,0,1.36E+09,0,2
13,1361896200,0,0,0,0,0,0,0,0.052631579,0.157894737,0,1.36E+09,5.48E+10,171708.1053,59,1.36E+09,0,19
15,1361899153,0,0,0,0,0,0,0,0,1,0.5,1.36E+09,1.04E+08,81280.5,0,1.36E+09,0,2
15,1361899468,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,91185,1,1.36E+09,0,1
15,1361899701,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,90952,0,1.36E+09,0,1
15,1361900052,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,90601,0,1.36E+09,0,1
7,1361900155,0,0,0,1,0,0,0,1.333333333,1.666666667,1,1.36E+09,5.16E+11,235349.6667,4,1.36E+09,0,3
3,1361901332,0,0,1,0,0,1,0,1.083333333,3.25,0.166666667,1.36E+09,1.18E+10,117179.1667,12,1.36E+09,1,12
15,1361902176,0,0,0,0,0,0,0,0,0,0,1.36E+09,2.28E+07,83705,0,1.36E+09,0,2
20,1361902492,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.18E+11,196559.6667,2,1.36E+09,0,3
14,1361902883,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,87770,1,1.36E+09,0,1
14,1361903122,0,0,0,0,0,0,0,0.464285714,0.035714286,0,1.36E+09,2.43E+11,222465.4286,55,1.36E+09,0,28
13,1361903424,0,0,0,0,0,0,0,0,0.3,0.2,1.36E+09,1.28E+12,62269.3,12,1.36E+09,0,10
15,1361903796,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,86857,2,1.36E+09,0,1
4,1361904044,0,0,0,0,0,0,0,0,0.533333333,0,1.36E+09,5.66E+11,182820.3333,2,1.36E+09,0,15
15,1361910561,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,80092,0,1.36E+09,0,1
15,1361910848,0,0,0,0,0,0,0,0,0,0,1.36E+09,178929,79382,0,1.36E+09,0,2
7,1361912544,0,0,1,0,0,1,0,0.75,4,0,1.36E+09,1.21E+12,79258.25,3,1.36E+09,0,4
15,1361914816,0,0,0,0,0,0,0,0,0.666666667,0,1.36E+09,1525180.667,74796,0,1.36E+09,0,3
15,1361915144,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,75509,0,1.36E+09,0,1
21,1361918560,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.17E+09,29711.33333,7,1.36E+09,0,6
15,1361920137,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,70516,0,1.36E+09,0,1
13,1361920669,0,0,0,0,0,0,0,0,0,0,1.36E+09,5.30E+09,62368,4,1.36E+09,0,4
13,1361921162,0,0,0,0,0,0,0,0.2,0,0,1.36E+09,3.81E+10,348668.6,3,1.36E+09,0,5
15,1361923880,0,0,0,0,0,0,0,0,1,0,1.36E+09,0,66773,1,1.36E+09,0,1
15,1361927057,0,0,0,0,0,0,0,0,0,0,1.36E+09,18906.25,63458.5,0,1.36E+09,0,2
13,1361927617,0,0,0,0,0,0,0,0,1,0,1.36E+09,1.02E+09,24208.66667,3,1.36E+09,0,3
15,1361928685,0,0,0,0,0,0,0,0,0,0,1.36E+09,2156492.25,60499.5,0,1.36E+09,0,2
15,1361931119,0,0,0,0,0,0,0,0,0,0,1.36E+09,65280.25,59278.5,0,1.36E+09,0,2
14,1361933278,0,0,0,0,0,0,0,0.166666667,0.333333333,0.166666667,1.36E+09,6.23E+11,125035.1667,16,1.36E+09,0,12
13,1361933319,0,0,0,0,0,0,0,0,0.1,0.1,1.36E+09,4.00E+10,233047.2,22,1.36E+09,0,10
20,1361933776,0,0,0,0,0,0,0,0,1,0,1.36E+09,4.30E+10,273978,6,1.36E+09,0,3
13,1361937577,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,53076,1,1.36E+09,0,1
15,1361937694,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,52959,0,1.36E+09,0,1
15,1361939450,0,0,0,0,0,0,0,0.5,0,0,1.36E+09,2.30E+10,115688.75,6,1.36E+09,0,4
13,1361943093,0,0,0,0,0,0,0,0,1,0,1.36E+09,2.62E+11,36397.66667,5,1.36E+09,0,3
15,1361943215,0,0,0,0,0,0,0,0,0,0,1.36E+09,2.57E+11,75166.5,0,1.36E+09,0,2
15,1361948440,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,42213,0,1.36E+09,0,1
13,1361956286,0,0,0,0,0,0,0,0,0.045454545,0,1.36E+09,2.37E+10,204710.6364,58,1.36E+09,0,22
9,1361961605,0,0,1,0,0,0,0.333333333,0,0.333333333,0.333333333,1.36E+09,2.59E+10,119458,3,1.36E+09,0,3
15,1361963455,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,27198,0,1.36E+09,0,1
7,1361975399,0,0,1,0,0,1,0,0,4,1,1.36E+09,0,15254,0,1.36E+09,0,1
13,1361976514,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.84E+09,33798,0,1.36E+09,0,3
20,1361977518,0,0,0,0,0,0,0.142857143,0,0.428571429,0.142857143,1.36E+09,4.00E+09,58571.57143,17,1.36E+09,0,7
13,1361984544,0,0,0,0,0,0,0,0,0.25,0.25,1.36E+09,1.94E+07,4256.75,4,1.36E+09,0,4
15,1361984738,0,0,0,0,0,0,0,0,0,0,1.36E+09,117306.25,5572.5,0,1.36E+09,0,2
15,1361988426,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.70E+09,41241,0,1.36E+09,0,2
20,1361990143,0,0,0,0,0,0,0,0,2,0,1.36E+09,0,510,1,1.36E+09,0,1
4,1361991926,0,0,0,0,0,0,0,0,0.3,0,1.36E+09,7.12E+10,235221.2,2,1.36E+09,0,10
15,1361993722,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.58E+10,124707.5714,0,1.36E+09,0,7
13,1361993808,0,0,0,0,0,0,0,0,2,0,1.36E+09,0,3155,0,1.36E+09,0,1
15,1361995459,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,4806,0,1.36E+09,0,1
15,1361996048,0,0,0,0,0,0,0,0.4,0.4,0,1.36E+09,1.40E+11,33662.8,3,1.36E+09,0,5
15,1361998454,0,0,0,0,0,0,0,0,1,0,1.36E+09,0,7801,0,1.36E+09,0,1
15,1361998548,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,7895,0,1.36E+09,0,1
14,1362001144,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.46E+10,147767.3333,2,1.36E+09,0,3
15,1362002567,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,11914,0,1.36E+09,0,1
15,1362004306,0,0,0,0,0,0,0,0,0,0,1.36E+09,112896,13989,0,1.36E+09,0,2
15,1362005736,0,0,0,0,0,0,0,0,0,0,1.36E+09,2.81E+11,123441.5,2,1.36E+09,0,4
14,1362005801,0,0,0,0,0,0,0,0,0,0,1.36E+09,9.53E+10,241260.3333,4,1.36E+09,0,9
9,1362009781,0,0,1,0,0,0,0,0,1.666666667,0.333333333,1.36E+09,522843.5556,19792.66667,0,1.36E+09,0,3
13,1362010189,0,0,0,0,0,0,0,0,0.6,0.2,1.36E+09,2.01E+10,181770.2,8,1.36E+09,0,5
15,1362015911,0,0,0,0,0,0,0,0,0,0,1.36E+09,2.12E+11,64091,2,1.36E+09,0,3
13,1362015958,0,0,0,0,0,0,0,0.24,0.4,0,1.36E+09,1.46E+11,158391,18,1.36E+09,0,25
15,1362017440,0,0,0,0,0,0,0,0.25,0.125,0.375,1.36E+09,1.83E+12,39637.25,7,1.37E+09,0,8
9,1362020732,0,0,1,0,1,0,0,0,0.75,0.5,1.36E+09,3.08E+09,84165,0,1.36E+09,1,4
21,1362021401,0,0,0,0,0,0,0,1.444444444,0.333333333,0,1.36E+09,1.66E+10,266648.5556,36,1.36E+09,1,9
13,1362021818,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,31165,0,1.36E+09,0,1
15,1362022300,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,31647,0,1.36E+09,0,1
13,1362022690,0,0,0,1,0,0,0,0,0.181818182,0,1.36E+09,2.85E+10,109496,13,1.36E+09,0,11
3,1362025235,0,0,0,0,0,0,0.25,0,0,0,1.36E+09,4.32E+08,69281.25,0,1.36E+09,0,4
15,1362032682,0,0,0,0,0,0,0,0,0,0,1.36E+09,5.59E+08,65677.5,1,1.36E+09,0,2
15,1362047455,0,0,0,0,0,0,0,0,0.25,0.25,1.36E+09,1.53E+11,158137.25,4,1.36E+09,0,4
20,1362050832,1,0,0,0,0,0,0,0,1,0,1.36E+09,0,60179,-1,1.36E+09,0,1
9,1362052809,0,0,1,0,1,0,0,0,1,1,1.36E+09,0,62156,0,1.36E+09,0,1
20,1362059979,0,0,0,0,0,0,0,0,0.75,0,1.36E+09,2.30E+10,226261.75,3,1.36E+09,0,4
20,1362061426,0,0,0,0,0,0,0,0.4,0.4,0,1.36E+09,2.01E+10,190635.2,15,1.36E+09,0,5
13,1362062375,0,0,0,0,0,0,1,0,0,0,1.36E+09,0,71722,1,1.36E+09,0,1
13,1362062906,1,0,0,0,0,0,0,0,2,0,1.36E+09,0,72253,0,1.36E+09,0,1
13,1362062906,1,0,0,0,0,0,0,0,2,0,1.36E+09,0,72253,0,1.36E+09,0,1
13,1362064664,1,0,0,0,0,0,0,0,2,0,1.36E+09,0,74011,0,1.36E+09,0,1
13,1362064665,0,0,0,0,0,0,0,0,2,0,1.36E+09,0,74012,2,1.36E+09,0,1
20,1362070700,0,0,0,0,0,0,0,0,0.333333333,0,1.36E+09,8.65E+10,263638,10,1.36E+09,0,6
15,1362072751,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,82098,0,1.36E+09,0,1
13,1362073262,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.01E+10,183112,0,1.36E+09,0,2
14,1362074028,0,0,0,0,0,0,0,0.2,0,0,1.36E+09,1.31E+12,139345.4,8,1.37E+09,0,5
15,1362078630,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,87977,0,1.36E+09,0,1
15,1362080673,0,0,0,0,0,0,0,0,3,0,1.36E+09,0,90020,0,1.36E+09,0,1
14,1362082252,0,0,0,0,0,0,0,0,1,0,1.36E+09,9.01E+07,101088.5,4,1.36E+09,0,2
15,1362090006,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,99353,0,1.36E+09,0,1
14,1362092257,0,0,0,0,0,1,0.142857143,0,0.714285714,0.285714286,1.36E+09,3.61E+09,167869.1429,0,1.36E+09,0,7
4,1362096001,0,0,0,0,0,0,0,1.333333333,0,0,1.36E+09,3.67E+11,189814,3,1.36E+09,0,3
15,1362108138,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,117485,0,1.36E+09,0,1
15,1362109450,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,118797,1,1.36E+09,0,1
13,1362113813,0,0,0,0,0,0,0,0,2,0,1.36E+09,0,123160,2,1.36E+09,0,1
15,1362116565,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,125912,0,1.36E+09,0,1
17,1362120567,0,0,0,0,0,0,0,0,1,0,1.36E+09,0,129914,0,1.36E+09,1,1
13,1362126698,0,0,0,0,0,0,0,0.5,0.25,0.75,1.36E+09,8.26E+09,232217.5,0,1.36E+09,0,4
13,1362143192,0,0,0,0,0,0,0,0,1,0,1.36E+09,3.24E+08,181703.5,1,1.36E+09,0,6
13,1362144226,0,0,0,0,0,0,0,0.333333333,0,0,1.36E+09,1.64E+08,165526.3333,5,1.36E+09,0,3
15,1362146518,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,155865,0,1.36E+09,0,1
4,1362149532,0,0,0,0,0,0,0,0,0,0,1.36E+09,1.08E+10,276344.3333,0,1.36E+09,0,3
13,1362151578,0,0,0,0,0,0,0,0,0,0,1.36E+09,2362369,162462,3,1.36E+09,0,2
15,1362156772,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,166119,0,1.36E+09,0,1
13,1362169060,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,178407,2,1.36E+09,0,1
15,1362178689,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,188036,0,1.36E+09,0,1
9,1362183623,0,0,1,0,0,0,0,0,0,1,1.36E+09,3.89E+09,255331.5,0,1.36E+09,1,2
4,1362209850,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,219197,0,1.36E+09,0,1
13,1362228220,0,0,0,0,0,0,0,0,0,0,1.36E+09,0,237567,0,1.36E+09,0,1
