 forum_id, posted_time, deleted, approved, unresolved, anonymous, title_has_lecture, title_has_quiz_assignment_grade_project, posts_count_request, posts_count_thanks, posts_countLogistics, posts_count_problems, meanposttimes, varposttimes, meanDiffFromLandmarks, numStudentOnlyPostsVotes, last_updated_time_StudentPostsOnly,instructor_replied, numStudentPostsOnly
12,1366510676,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,113167,0,1.37E+09,0,1
12,1366512263,0,0,0,0,0,0,0,0,0,0,1.37E+09,3.44E+12,63484,0,1.37E+09,0,2
12,1366512589,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,115080,0,1.37E+09,0,1
12,1366512882,0,0,0,0,0,0,0,0.031390135,0.125560538,0,1.37E+09,8.12E+10,196151.3274,161,1.37E+09,0,223
12,1366513451,0,0,0,0,0,0,0,0,0,0,1.37E+09,4.12E+08,157999.8235,15,1.37E+09,0,17
13,1366513786,0,0,0,1,0,0,0,0.285714286,0.714285714,0,1.37E+09,2.49E+08,144990.1429,17,1.37E+09,0,7
7,1366513923,0,0,1,1,0,0,0,0,0,1,1.37E+09,975156.25,117401.5,0,1.37E+09,0,2
4,1366513985,0,0,0,1,0,0,0.047619048,0.19047619,0,0,1.37E+09,4.76E+10,233872.8095,12,1.37E+09,0,21
12,1366514101,0,0,0,0,0,0,0,0.666666667,0,0,1.37E+09,1030704.889,117677.3333,0,1.37E+09,0,3
12,1366514592,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,117083,0,1.37E+09,0,1
12,1366515039,0,0,0,0,0,0,0,0,0,0,1.37E+09,236590.2222,118211.3333,0,1.37E+09,0,3
12,1366515281,0,0,0,1,0,0,0.333333333,0,0,0,1.37E+09,4.94E+09,217135,0,1.37E+09,0,3
12,1366515785,0,0,0,0,0,0,0,0,0,0,1.37E+09,5.83E+09,223756.6667,0,1.37E+09,0,3
12,1366516963,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,119454,0,1.37E+09,0,1
12,1366517684,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,120175,0,1.37E+09,0,1
12,1366519803,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,122294,0,1.37E+09,0,1
12,1366521713,0,0,0,0,0,0,0,0,0.444444444,0.111111111,1.37E+09,4.97E+10,112449.1111,5,1.37E+09,0,9
12,1366522208,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,124699,0,1.37E+09,0,1
12,1366523560,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,126051,0,1.37E+09,0,1
12,1366525746,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,128237,0,1.37E+09,0,1
12,1366526796,0,0,0,0,0,0,0,0,0,0,1.37E+09,8.05E+10,111141.8,1,1.37E+09,0,5
9,1366527781,0,0,1,0,0,0,0,0,0.25,0.5,1.37E+09,1.19E+10,184816,2,1.37E+09,0,4
12,1366528399,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,130890,0,1.37E+09,0,1
12,1366528570,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,131061,0,1.37E+09,0,1
12,1366530424,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,132915,0,1.37E+09,0,1
7,1366531078,0,0,1,0,0,0,0,0.8,0.4,0.2,1.37E+09,3.73E+09,220681.6,2,1.37E+09,0,5
9,1366532636,0,0,1,0,0,0,0,0.4,0.2,0.6,1.37E+09,1.66E+09,165446,3,1.37E+09,0,5
12,1366532844,0,0,0,0,0,0,0,0,0.666666667,0,1.37E+09,4.71E+10,98691,8,1.37E+09,0,3
4,1366534241,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,136732,0,1.37E+09,0,1
12,1366534686,0,0,0,0,0,0,0,0,0.6,0,1.37E+09,1.19E+09,189045.3,0,1.37E+09,0,10
12,1366535191,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,137682,0,1.37E+09,0,1
2,1366535628,0,0,0,0,0,0,0,0,2,0,1.37E+09,5.89E+10,94698.2,15,1.37E+09,0,5
12,1366537610,0,0,0,0,0,0,0,0,0.5,0,1.37E+09,35721,140290,1,1.37E+09,0,2
12,1366537818,0,0,0,0,0,0,0,0,0,0,1.37E+09,2.31E+07,145116.5,0,1.37E+09,0,2
12,1366540622,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,143113,0,1.37E+09,0,1
12,1366541285,0,0,0,0,0,0,0,0,0.071428571,0,1.37E+09,5.68E+11,195146.0714,9,1.37E+09,0,14
12,1366541807,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,144298,1,1.37E+09,0,1
12,1366542654,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,145145,0,1.37E+09,0,1
9,1366545272,0,0,1,1,0,0,0,0,0,2,1.37E+09,1.05E+08,158025.5,1,1.37E+09,0,2
12,1366546066,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,148557,0,1.37E+09,0,1
12,1366547419,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,149910,0,1.37E+09,0,1
12,1366548162,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,150653,0,1.37E+09,0,1
12,1366548214,0,0,0,0,0,0,0,0,0,0,1.37E+09,2.16E+09,215886.8,1,1.37E+09,0,5
12,1366549075,0,0,0,0,0,0,0,0.5,0,0,1.37E+09,1.59E+08,162044.5,3,1.37E+09,0,4
12,1366549305,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,151796,0,1.37E+09,0,1
12,1366549326,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,151817,0,1.37E+09,0,1
12,1366550526,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,153017,0,1.37E+09,0,1
12,1366551341,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,153832,0,1.37E+09,0,1
3,1366552202,0,0,1,0,0,0,0,0,2.5,0,1.37E+09,6.40E+08,179982.5,0,1.37E+09,0,2
7,1366552491,0,0,1,0,0,0,0,0.304347826,0.956521739,0.086956522,1.37E+09,8.39E+11,167581.3043,107,1.37E+09,1,23
12,1366553495,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,155986,0,1.37E+09,0,1
4,1366553748,0,0,0,0,0,0,0,0,0,0.02173913,1.37E+09,8.83E+11,188082.913,28,1.37E+09,0,46
12,1366554241,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,156732,0,1.37E+09,0,1
12,1366554533,0,0,0,0,0,0,0,0,0,0,1.37E+09,1.42E+08,168932.5,2,1.37E+09,0,2
12,1366554573,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,157064,0,1.37E+09,0,1
12,1366554677,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,157168,1,1.37E+09,0,1
7,1366554739,0,0,1,0,1,0,0.1,0.4,1,0.1,1.37E+09,9.52E+10,179618.4,24,1.37E+09,1,10
12,1366556537,0,0,0,0,0,0,0,0,0,0,1.37E+09,3.75E+11,95471,0,1.37E+09,0,2
13,1366558204,0,0,0,0,1,0,0,0.833333333,0.416666667,0,1.37E+09,8.93E+09,230429.1667,37,1.37E+09,1,12
12,1366558247,0,0,0,0,0,0,0,0,0,0,1.37E+09,2.43E+11,193068,-1,1.37E+09,0,3
12,1366559191,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,161682,0,1.37E+09,0,1
12,1366559320,0,0,0,0,0,0,0,0,1.666666667,0,1.37E+09,1.23E+08,176855.6667,0,1.37E+09,0,3
12,1366559781,0,0,0,1,0,0,0,0,0,0,1.37E+09,0,162272,0,1.37E+09,0,1
12,1366560869,0,0,0,1,0,0,0,0,0,0,1.37E+09,1309880.25,164504.5,0,1.37E+09,0,2
13,1366561205,0,0,0,0,0,0,0.033333333,0.1,0.633333333,0.033333333,1.37E+09,3.27E+10,201599.3333,186,1.37E+09,0,30
13,1366561527,0,0,0,0,1,0,0,0,5,0,1.37E+09,0,164018,0,1.37E+09,1,1
12,1366561819,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,164310,0,1.37E+09,0,1
2,1366562832,0,0,0,0,0,0,0,0.25,0.5,0,1.37E+09,2.47E+11,124467.75,6,1.37E+09,0,4
7,1366565208,0,0,1,1,1,0,0,0.5,3,0,1.37E+09,781126.25,168399.5,3,1.37E+09,0,4
12,1366566186,0,0,0,0,0,0,0,0,0,0,1.37E+09,1.12E+08,186102.25,0,1.37E+09,0,4
12,1366566409,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,168900,1,1.37E+09,0,1
12,1366566600,0,0,0,0,0,0,0,0,0,0,1.37E+09,1.07E+10,210583.75,1,1.37E+09,0,4
3,1366571119,0,0,1,0,0,0,0,0.133333333,0.2,0,1.37E+09,1.42E+11,204775.2,27,1.37E+09,0,15
12,1366571516,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,174007,0,1.37E+09,0,1
12,1366573643,0,0,0,0,0,0,0,0,0,0,1.37E+09,2.18E+12,182688.3333,1,1.37E+09,0,3
12,1366574540,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,177031,0,1.37E+09,0,1
2,1366575191,0,0,0,1,0,0,0,0,1,0,1.37E+09,1.44E+08,189683.5,6,1.37E+09,0,2
13,1366575473,0,0,0,0,0,0,0.029411765,0.205882353,1.735294118,0.117647059,1.37E+09,9.84E+09,238252.2059,146,1.37E+09,0,34
12,1366575505,0,0,0,0,0,0,0,0,0,0,1.37E+09,78400,178276,1,1.37E+09,0,2
12,1366577356,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,179847,0,1.37E+09,0,1
12,1366577517,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,180008,0,1.37E+09,0,1
12,1366578391,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,180882,0,1.37E+09,0,1
2,1366579639,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,182130,2,1.37E+09,0,1
12,1366580398,0,0,0,0,0,0,0,0.5,0,0,1.37E+09,1779556,184223,0,1.37E+09,0,2
12,1366581326,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,183817,0,1.37E+09,0,1
12,1366582235,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,184726,0,1.37E+09,0,1
12,1366582652,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,185143,0,1.37E+09,0,1
12,1366582672,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,185163,0,1.37E+09,0,1
12,1366583528,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,186019,0,1.37E+09,0,1
12,1366589014,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,191505,0,1.37E+09,0,1
12,1366589404,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,191895,0,1.37E+09,0,1
12,1366589797,0,0,0,0,0,0,0,0,0,0,1.37E+09,5.29E+11,211738.5,0,1.37E+09,0,2
12,1366589805,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,192296,0,1.37E+09,0,1
12,1366590067,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,192558,0,1.37E+09,0,1
12,1366590763,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,193254,0,1.37E+09,0,1
12,1366591089,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,193580,0,1.37E+09,0,1
12,1366591152,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,193643,0,1.37E+09,0,1
13,1366592535,0,0,0,0,0,0,0,0,0.333333333,0,1.37E+09,2.32E+08,208724,3,1.37E+09,0,3
12,1366594025,0,0,0,0,0,0,0,0,0,0,1.37E+09,1.58E+07,200486,0,1.37E+09,0,2
12,1366595023,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,197514,0,1.37E+09,0,1
12,1366595493,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,197984,0,1.37E+09,0,1
9,1366596298,0,0,1,0,0,0,0,0,0.428571429,0.142857143,1.37E+09,1.20E+11,143269,14,1.37E+09,0,7
12,1366597571,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,200062,0,1.37E+09,0,1
12,1366597609,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,200100,0,1.37E+09,0,1
12,1366597685,0,0,0,0,0,0,0,0.111111111,0,0,1.37E+09,1.93E+08,219187.6667,0,1.37E+09,0,9
12,1366598231,0,0,0,0,0,0,0,0,0,0,1.37E+09,2.36E+11,222103,0,1.37E+09,0,4
2,1366598387,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,200878,0,1.37E+09,0,1
3,1366598510,0,0,1,0,0,1,0.125,0,2,0,1.37E+09,3.68E+10,143200.5,8,1.37E+09,0,8
12,1366599305,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,201796,0,1.37E+09,0,1
12,1366600325,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,202816,0,1.37E+09,0,1
12,1366601650,0,0,0,0,0,0,0,0,0,0,1.37E+09,4.54E+10,124970.5,0,1.37E+09,0,2
12,1366602093,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,204584,0,1.37E+09,0,1
12,1366602179,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,204670,0,1.37E+09,0,1
13,1366606976,0,0,0,1,0,0,0.166666667,0.333333333,0.5,0,1.37E+09,1.41E+09,258381.6667,12,1.37E+09,0,6
12,1366609448,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,211939,0,1.37E+09,0,1
2,1366612284,0,0,0,0,1,0,0,0,0.666666667,0,1.37E+09,4.59E+08,243524,1,1.37E+09,0,3
2,1366613373,0,0,0,1,0,1,0,0,2.583333333,0.166666667,1.37E+09,6.92E+11,189358.6667,2,1.37E+09,0,12
13,1366614448,0,0,0,0,1,0,0.333333333,0.666666667,2,0,1.37E+09,3.61E+09,259204.6667,0,1.37E+09,0,3
12,1366619226,0,0,0,0,0,0,0,0,0,0,1.37E+09,88804,222015,0,1.37E+09,0,2
12,1366626018,0,0,0,0,0,0,0,0,0,0,1.37E+09,3.69E+07,234579.5,3,1.37E+09,0,2
12,1366627551,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,230042,0,1.37E+09,0,1
2,1366628581,0,0,0,0,0,0,0,0.5,0,0,1.37E+09,1.73E+07,235227,0,1.37E+09,0,2
13,1366630061,0,0,0,0,0,0,0,0,3,0,1.37E+09,0,232552,0,1.37E+09,0,1
4,1366630981,0,0,0,0,0,0,0,0,0,0,1.37E+09,8.18E+10,162262.6667,0,1.37E+09,0,3
12,1366633351,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,235842,0,1.37E+09,0,1
12,1366633636,0,0,0,0,0,0,0,0,0,0,1.37E+09,9.89E+07,246070,0,1.37E+09,0,2
12,1366635237,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,237728,0,1.37E+09,0,1
7,1366635929,0,0,1,1,0,1,0,0,1,0,1.37E+09,7214596,241106,0,1.37E+09,1,2
12,1366636036,0,0,0,0,0,0,0,0,0,0,1.37E+09,3.82E+10,162837.75,1,1.37E+09,0,4
12,1366636536,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,239027,0,1.37E+09,0,1
12,1366636702,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,239193,1,1.37E+09,0,1
12,1366638152,0,0,0,0,0,0,0,0,0,0,1.37E+09,2.46E+07,247659.6667,1,1.37E+09,0,3
12,1366638691,0,0,0,0,0,0,0,0,0,0,1.37E+09,487204,241880,0,1.37E+09,0,2
13,1366638767,0,0,0,1,1,0,0.333333333,1.333333333,1,0,1.37E+09,441048.2222,242194.3333,1,1.37E+09,1,3
9,1366638996,0,0,1,1,0,0,0,0,0.333333333,0,1.37E+09,4.07E+10,115142.6667,3,1.37E+09,0,3
12,1366639957,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,242448,0,1.37E+09,0,1
12,1366640022,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,242513,0,1.37E+09,0,1
12,1366640165,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,242656,0,1.37E+09,0,1
13,1366640242,0,0,0,1,0,0,0,0,0,0,1.37E+09,2.28E+09,302798.75,5,1.37E+09,0,4
12,1366640510,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,243001,0,1.37E+09,0,1
12,1366640574,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,243065,1,1.37E+09,0,1
2,1366640621,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,243112,1,1.37E+09,0,1
12,1366641587,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,244078,0,1.37E+09,0,1
13,1366642136,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,244627,0,1.37E+09,0,1
9,1366643885,0,0,1,0,0,0,0,0,0,1,1.37E+09,0,246376,0,1.37E+09,1,1
13,1366644119,0,0,0,0,0,0,0,0,0.5,0,1.37E+09,3697929,248533,3,1.37E+09,1,2
2,1366644762,0,0,0,0,0,0,0,0,0,0,1.37E+09,190410.8889,247865.6667,2,1.37E+09,0,3
12,1366645254,0,0,0,0,0,0,0,0,2,0,1.37E+09,0,247745,0,1.37E+09,0,1
12,1366646132,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,248623,1,1.37E+09,0,1
12,1366646137,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,248628,0,1.37E+09,0,1
9,1366646341,0,0,1,0,0,0,0,0,0,2,1.37E+09,0,248832,0,1.37E+09,0,1
12,1366646408,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,248899,0,1.37E+09,0,1
13,1366646456,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,248947,0,1.37E+09,1,1
12,1366646755,0,0,0,0,0,0,0,0,0,0,1.37E+09,9489480.25,252326.5,0,1.37E+09,0,2
13,1366646771,0,0,0,0,1,1,0,0,1.25,0,1.37E+09,172902.5,249703,1,1.37E+09,1,4
9,1366647118,0,0,1,0,0,0,0,0,0,1,1.37E+09,0,249609,3,1.37E+09,1,1
2,1366647711,0,0,0,0,0,0,0,0,0,0,1.37E+09,4.06E+10,180815,2,1.37E+09,0,6
12,1366648261,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,250752,0,1.37E+09,0,1
12,1366648302,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,250793,1,1.37E+09,0,1
12,1366648686,0,0,0,1,0,0,0,0,0,0,1.37E+09,2.20E+09,287564.7692,-8,1.37E+09,0,13
7,1366648701,0,0,1,0,0,0,0,0,0,0,1.37E+09,0,251192,1,1.37E+09,1,1
12,1366648865,0,0,0,0,0,0,0,0,0.5,0.5,1.37E+09,6.87E+10,143075.5,0,1.37E+09,0,2
12,1366648916,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,251407,0,1.37E+09,0,1
14,1366649494,0,0,0,0,1,0,0,0,0.25,0,1.37E+09,4.24E+08,271971.5,0,1.37E+09,0,4
9,1366649495,0,0,1,1,1,0,0,0,0.666666667,0.666666667,1.37E+09,1.19E+10,219146,2,1.37E+09,0,3
13,1366650863,0,0,0,1,1,0,0.25,1.5,1.25,0,1.37E+09,5.62E+07,262289.5,4,1.37E+09,0,4
12,1366651199,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,253690,0,1.37E+09,0,1
12,1366651761,0,0,0,0,0,0,0,0,0,0,1.37E+09,368353.25,254939.5,0,1.37E+09,0,4
9,1366651834,0,0,1,1,0,0,0,0,0,0,1.37E+09,1.90E+08,268118.5,0,1.37E+09,0,2
12,1366651983,0,0,0,0,0,0,0,0,0,0,1.37E+09,383780.25,255093.5,1,1.37E+09,0,2
13,1366652012,0,0,0,0,0,1,0,0,1.333333333,0.333333333,1.37E+09,1.21E+09,281664.6667,2,1.37E+09,0,3
12,1366652637,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,255128,0,1.37E+09,0,1
13,1366653444,0,0,0,0,1,0,0.1,0.7,0.4,0,1.37E+09,1.10E+10,214942.1,17,1.37E+09,1,10
2,1366653450,0,0,0,0,0,0,0.0625,0.0625,0.75,0.0625,1.37E+09,1.96E+09,274958.3125,41,1.37E+09,0,16
2,1366655081,0,0,0,1,0,0,0,0,0,1,1.37E+09,0,257572,0,1.37E+09,0,1
7,1366656559,0,0,1,0,1,0,0,0,3,0,1.37E+09,9.95E+08,290595,4,1.37E+09,0,2
4,1366656715,0,0,0,0,0,0,0,0,0,0,1.37E+09,5.69E+11,190403.1,4,1.37E+09,0,20
12,1366656858,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,259349,0,1.37E+09,0,1
12,1366657233,0,0,0,1,0,0,0,0,0,0,1.37E+09,0,259724,0,1.37E+09,0,1
12,1366657730,0,0,0,1,0,0,0,0,0,0,1.37E+09,0,260221,0,1.37E+09,0,1
13,1366658327,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,260818,0,1.37E+09,0,1
12,1366658348,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,260839,0,1.37E+09,0,1
12,1366658555,0,0,0,0,0,0,0,0,0,0,1.37E+09,1722.25,261087.5,0,1.37E+09,0,2
7,1366658734,0,0,1,0,0,0,0,0,3,1,1.37E+09,0,261225,0,1.37E+09,0,1
12,1366658857,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,261348,0,1.37E+09,0,1
12,1366658931,0,0,0,0,0,0,0,0,0,0,1.37E+09,7.65E+07,273740.3333,0,1.37E+09,0,3
13,1366658990,0,0,0,1,0,0,0,1,1,0,1.37E+09,1.20E+07,264950.5,3,1.37E+09,0,2
9,1366659990,0,0,1,0,1,0,0,0,2,1,1.37E+09,0,262481,0,1.37E+09,0,1
12,1366660317,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,262808,0,1.37E+09,0,1
2,1366660547,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,263038,1,1.37E+09,1,1
12,1366661344,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,263835,0,1.37E+09,0,1
9,1366662096,0,0,1,0,0,0,0,0,0.333333333,0.333333333,1.37E+09,1.25E+09,307665.3333,1,1.37E+09,0,3
12,1366662271,0,0,0,0,0,0,0,0,0,0,1.37E+09,3.04E+07,270277,0,1.37E+09,0,2
2,1366662425,0,0,0,1,0,0,0,0,0.5,0,1.37E+09,73984,265188,0,1.37E+09,0,2
12,1366662809,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,265300,0,1.37E+09,0,1
12,1366662951,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,265442,0,1.37E+09,0,1
13,1366663002,0,0,0,1,0,0,0,0,0,0,1.37E+09,0,265493,0,1.37E+09,1,1
2,1366663335,0,0,0,0,0,0,0,0,0,1,1.37E+09,0,265826,0,1.37E+09,0,1
2,1366665446,0,0,0,1,0,0,0,1.333333333,0.333333333,0,1.37E+09,7.61E+08,288927.3333,2,1.37E+09,0,3
12,1366665914,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,268405,1,1.37E+09,0,1
7,1366665982,0,0,1,0,1,0,0,0,1,1,1.37E+09,0,268473,4,1.37E+09,1,1
12,1366666943,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,269434,1,1.37E+09,0,1
2,1366667436,0,0,0,0,0,0,0,0.392857143,1.321428571,0.035714286,1.37E+09,2.20E+11,181264.75,77,1.37E+09,0,28
12,1366668033,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,270524,0,1.37E+09,0,1
2,1366668233,0,0,0,0,0,0,0,0.111111111,0,0,1.37E+09,5.56E+10,92445.55556,15,1.37E+09,0,9
13,1366668517,0,0,0,1,1,0,0.333333333,0.666666667,1.333333333,0,1.37E+09,1.11E+08,281843.3333,3,1.37E+09,0,3
4,1366668526,0,0,0,0,0,0,0,0,1,0,1.37E+09,1821544.667,272880,3,1.37E+09,0,3
13,1366668661,0,0,0,1,1,0,1,0,3,0,1.37E+09,0,271152,0,1.37E+09,0,1
13,1366670927,0,0,0,0,1,1,0,0,3.5,0,1.37E+09,145542.25,273799.5,1,1.37E+09,1,2
12,1366672241,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,274732,0,1.37E+09,0,1
12,1366672355,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,274846,0,1.37E+09,0,1
2,1366672611,0,0,0,0,0,0,0,0,0.5,0,1.37E+09,2788989.25,276590.5,7,1.37E+09,0,4
2,1366673290,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,275781,2,1.37E+09,0,1
2,1366673618,0,0,0,1,0,0,0,0,1,0,1.37E+09,0,276109,0,1.37E+09,0,1
12,1366674297,0,0,0,0,0,0,0,0,0,0,1.37E+09,0,276788,0,1.37E+09,0,1
12,1366674888,0,0,0,0,0,0,0,0,0.5,0,1.37E+09,781456,278263,0,1.37E+09,0,2
2,1366675110,0,0,0,0,0,0,0,0,1,0,1.37E+09,0,277601,0,1.37E+09,0,1
